gene	chromosome	posStart	posEnd	exonRank	medianDepth
G6PD	X	153763373	153763610	5	17
G6PD	X	153764142	153764270	4	27
G6PD	X	153764346	153764403	3	26
G6PD	X	153774241	153774388	2	22
G6PD	X	153774994	153775085	1	19
ARID5B	10	63661469	63661499	1	31
ARID5B	10	63661908	63662182	2	32
ARID5B	10	63699932	63700177	3	50
ARID5B	10	63759840	63760090	4	35
ARID5B	10	63810637	63810769	5	38
ARID5B	10	63816866	63817087	6	43
ARID5B	10	63818992	63819064	7	41
ARID5B	10	63829449	63829566	8	45
ARID5B	10	63845451	63845669	9	40
ARID5B	10	63850611	63852789	10	34
TSC2	16	2098617	2098764	2	29
TSC2	16	2100391	2100497	3	23
TSC2	16	2103333	2103463	4	35
TSC2	16	2104287	2104451	5	42
TSC2	16	2105393	2105530	6	42
TSC2	16	2106187	2106255	7	37
TSC2	16	2106635	2106780	8	33
TSC2	16	2107096	2107189	9	34
TSC2	16	2108738	2108884	10	32
TSC2	16	2110661	2110824	11	38
TSC2	16	2111862	2112019	12	46
TSC2	16	2112488	2112611	13	41
TSC2	16	2112963	2113064	14	51
TSC2	16	2114263	2114438	15	48
TSC2	16	2115510	2115646	16	35
TSC2	16	2120447	2120589	17	31
TSC2	16	2121501	2121627	18	36
TSC2	16	2121775	2121945	19	45
TSC2	16	2122232	2122374	20	50
TSC2	16	2122840	2122994	21	36
TSC2	16	2124191	2124400	22	42
TSC2	16	2125790	2125903	23	36
TSC2	16	2126059	2126181	24	38
TSC2	16	2126482	2126596	25	36
TSC2	16	2127589	2127737	26	35
TSC2	16	2129023	2129207	27	42
TSC2	16	2129267	2129439	28	35
TSC2	16	2129548	2129680	29	44
TSC2	16	2130156	2130388	30	34
TSC2	16	2131586	2131809	31	54
TSC2	16	2132427	2132515	32	42
TSC2	16	2133686	2133827	33	56
TSC2	16	2134219	2134726	34	46
TSC2	16	2134942	2135037	35	41
TSC2	16	2135221	2135333	36	34
TSC2	16	2136184	2136390	37	48
TSC2	16	2136723	2136882	38	43
TSC2	16	2137854	2137952	39	44
TSC2	16	2138039	2138150	40	42
TSC2	16	2138218	2138336	41	40
TSC2	16	2138437	2138611	42	45
TSC1	9	135771622	135772151	23	36
TSC1	9	135772561	135772742	22	34
TSC1	9	135772800	135773007	21	27
TSC1	9	135776092	135776234	20	31
TSC1	9	135776966	135777096	19	38
TSC1	9	135777982	135778184	18	40
TSC1	9	135779028	135779214	17	31
TSC1	9	135779788	135779851	16	36
TSC1	9	135780958	135781536	15	37
TSC1	9	135782108	135782232	14	31
TSC1	9	135782678	135782767	13	41
TSC1	9	135785948	135786089	12	26
TSC1	9	135786379	135786510	11	27
TSC1	9	135786830	135786965	10	18
TSC1	9	135787659	135787854	9	32
TSC1	9	135796740	135796833	8	31
TSC1	9	135797196	135797370	7	39
TSC1	9	135798725	135798889	6	37
TSC1	9	135800964	135801136	5	36
TSC1	9	135802578	135802701	4	27
TSC1	9	135804144	135804259	3	34
SDHC	1	161284196	161284225	1	35
SDHC	1	161293394	161293470	2	29
SDHC	1	161298176	161298297	3	44
SDHC	1	161310374	161310455	4	34
SDHC	1	161326457	161326640	5	34
SDHC	1	161332109	161332223	6	21
SDHD	11	111957632	111957693	1	36
SDHD	11	111958571	111958707	2	26
SDHD	11	111959581	111959745	3	38
SDHD	11	111965519	111965694	4	32
SDHA	5	218471	218543	1	66
SDHA	5	223587	223693	2	38
SDHA	5	224465	224646	3	41
SDHA	5	225524	225687	4	35
SDHA	5	225988	226172	5	25
SDHA	5	228290	228458	6	31
SDHA	5	230981	231125	7	25
SDHA	5	233582	233770	8	37
SDHA	5	235249	235464	9	32
SDHA	5	236533	236724	10	36
SDHA	5	240463	240601	11	32
SDHA	5	251097	251228	12	40
SDHA	5	251443	251593	13	33
SDHA	5	254498	254631	14	21
SDHA	5	256439	256535	15	36
SDHB	1	17345376	17345463	8	35
SDHB	1	17349093	17349235	7	37
SDHB	1	17350458	17350579	6	32
SDHB	1	17354234	17354370	5	44
SDHB	1	17355085	17355241	4	41
SDHB	1	17359545	17359650	3	29
SDHB	1	17371246	17371393	2	41
SDHB	1	17380433	17380514	1	46
EEF1A1	6	74227533	74227667	7	37
EEF1A1	6	74227743	74227997	6	37
EEF1A1	6	74228067	74228343	5	43
EEF1A1	6	74228411	74228581	4	30
EEF1A1	6	74228645	74228961	3	34
EEF1A1	6	74229050	74229249	2	32
EEF1A1	6	74229596	74229749	1	36
MYCL	1	40363044	40363652	3	0
MYCL	1	40366601	40367125	2	0
MYCL	1	40367470	40367560	1	0
MYCN	2	16082187	16082986	2	0
MYCN	2	16085605	16086219	3	0
CCNE1	19	30303463	30303495	2	0
CCNE1	19	30303586	30303693	3	0
CCNE1	19	30303866	30303954	4	0
CCNE1	19	30308034	30308199	5	0
CCNE1	19	30308303	30308458	6	0
CCNE1	19	30311599	30311765	7	0
CCNE1	19	30312619	30312734	8	0
CCNE1	19	30312893	30313047	9	0
CCNE1	19	30313137	30313268	10	0
CCNE1	19	30313343	30313520	11	0
CCNE1	19	30314552	30314684	12	0
FANCD2	3	10070342	10070415	2	46
FANCD2	3	10074506	10074666	3	41
FANCD2	3	10076143	10076230	4	32
FANCD2	3	10076369	10076492	5	39
FANCD2	3	10076847	10076927	6	46
FANCD2	3	10077961	10078033	7	30
FANCD2	3	10080953	10081051	8	20
FANCD2	3	10081395	10081539	9	26
FANCD2	3	10083297	10083404	10	22
FANCD2	3	10084233	10084357	11	33
FANCD2	3	10084724	10084844	12	31
FANCD2	3	10085158	10085286	13	29
FANCD2	3	10085503	10085558	14	35
FANCD2	3	10088254	10088417	15	58
FANCD2	3	10089591	10089745	16	60
FANCD2	3	10091048	10091199	17	42
FANCD2	3	10094061	10094191	18	30
FANCD2	3	10101968	10102097	19	33
FANCD2	3	10103825	10103905	20	50
FANCD2	3	10105466	10105605	21	36
FANCD2	3	10106030	10106123	22	30
FANCD2	3	10106403	10106569	23	35
FANCD2	3	10107068	10107188	24	37
FANCD2	3	10107538	10107673	25	40
FANCD2	3	10108883	10109011	26	37
FANCD2	3	10114545	10114675	27	36
FANCD2	3	10114927	10115056	28	28
FANCD2	3	10116204	10116367	29	33
FANCD2	3	10119755	10119891	30	33
FANCD2	3	10122774	10122922	31	36
FANCD2	3	10123020	10123158	32	36
FANCD2	3	10127486	10127616	33	41
FANCD2	3	10128808	10128958	34	29
FANCD2	3	10130123	10130236	35	35
FANCD2	3	10130502	10130644	36	35
FANCD2	3	10131966	10132079	37	37
FANCD2	3	10133855	10133946	38	24
FANCD2	3	10134959	10135017	39	35
FANCD2	3	10135963	10136057	40	31
FANCD2	3	10136874	10136968	41	26
FANCD2	3	10138000	10138166	42	32
FANCD2	3	10140394	10140634	43	34
TBL1XR1	3	176743286	176743322	16	39
TBL1XR1	3	176744151	176744272	15	32
TBL1XR1	3	176750749	176750934	14	29
TBL1XR1	3	176751976	176752123	13	28
TBL1XR1	3	176755876	176755970	12	35
TBL1XR1	3	176756091	176756232	11	33
TBL1XR1	3	176763907	176763987	10	40
TBL1XR1	3	176765078	176765195	9	31
TBL1XR1	3	176765264	176765347	8	33
TBL1XR1	3	176767775	176767936	7	26
TBL1XR1	3	176768256	176768408	6	31
TBL1XR1	3	176769282	176769524	5	24
TBL1XR1	3	176771551	176771716	4	40
TBL1XR1	3	176782698	176782765	3	29
RAF1	3	12626013	12626166	17	34
RAF1	3	12626336	12626490	16	35
RAF1	3	12626611	12626762	15	38
RAF1	3	12627170	12627308	14	36
RAF1	3	12629080	12629146	13	35
RAF1	3	12632287	12632483	12	40
RAF1	3	12633197	12633301	11	30
RAF1	3	12641180	12641317	10	38
RAF1	3	12641641	12641788	9	28
RAF1	3	12641877	12641924	8	33
RAF1	3	12645625	12645798	7	27
RAF1	3	12647690	12647808	6	42
RAF1	3	12650255	12650432	5	28
RAF1	3	12650722	12650844	4	36
RAF1	3	12653439	12653571	3	41
RAF1	3	12660004	12660220	2	30
CARD11	7	2946272	2946486	25	43
CARD11	7	2949674	2949809	24	37
CARD11	7	2951796	2951940	23	32
CARD11	7	2952911	2953110	22	36
CARD11	7	2954861	2955016	21	35
CARD11	7	2956914	2957029	20	32
CARD11	7	2958115	2958231	19	39
CARD11	7	2958996	2959256	18	38
CARD11	7	2962258	2962404	17	27
CARD11	7	2962756	2962977	16	37
CARD11	7	2963857	2964009	15	32
CARD11	7	2966363	2966435	14	33
CARD11	7	2968222	2968342	13	40
CARD11	7	2969616	2969718	12	39
CARD11	7	2972159	2972230	11	26
CARD11	7	2974077	2974273	10	34
CARD11	7	2976661	2976878	9	34
CARD11	7	2977531	2977676	8	37
CARD11	7	2978303	2978475	7	30
CARD11	7	2979373	2979572	6	43
CARD11	7	2983836	2984181	5	34
CARD11	7	2985443	2985600	4	34
CARD11	7	2987199	2987431	3	31
CARD11	7	2998124	2998140	2	27
CACNA1D	3	53529194	53529270	1	27
CACNA1D	3	53531169	53531498	2	32
CACNA1D	3	53535632	53535757	3	41
CACNA1D	3	53684796	53684955	4	39
CACNA1D	3	53694150	53694312	5	39
CACNA1D	3	53699677	53699849	6	30
CACNA1D	3	53700356	53700572	7	42
CACNA1D	3	53707730	53707853	8	31
CACNA1D	3	53736658	53736847	9	36
CACNA1D	3	53752318	53752425	10	36
CACNA1D	3	53752699	53752778	11	33
CACNA1D	3	53753772	53753818	12	37
CACNA1D	3	53756331	53756511	13	32
CACNA1D	3	53757451	53757696	14	32
CACNA1D	3	53757809	53758036	15	32
CACNA1D	3	53760896	53761036	16	38
CACNA1D	3	53764459	53764593	17	33
CACNA1D	3	53765094	53765183	18	27
CACNA1D	3	53766033	53766119	19	38
CACNA1D	3	53766832	53766999	20	37
CACNA1D	3	53769391	53769540	21	29
CACNA1D	3	53774297	53774376	22	39
CACNA1D	3	53777028	53777154	23	31
CACNA1D	3	53778757	53778864	24	22
CACNA1D	3	53779641	53779768	25	38
CACNA1D	3	53779840	53779912	26	39
CACNA1D	3	53781319	53781485	27	39
CACNA1D	3	53783285	53783506	28	34
CACNA1D	3	53785766	53785944	29	41
CACNA1D	3	53787589	53787719	30	43
CACNA1D	3	53796015	53796118	31	48
CACNA1D	3	53803990	53804054	32	44
CACNA1D	3	53804441	53804589	33	27
CACNA1D	3	53806850	53806935	34	33
CACNA1D	3	53808604	53808715	35	40
CACNA1D	3	53809903	53810082	36	32
CACNA1D	3	53810620	53810767	37	36
CACNA1D	3	53810877	53810993	38	45
CACNA1D	3	53814043	53814165	39	49
CACNA1D	3	53815583	53815704	40	42
CACNA1D	3	53820839	53820989	41	34
CACNA1D	3	53834266	53834402	42	38
CACNA1D	3	53835075	53835462	43	33
CACNA1D	3	53836164	53836210	44	41
CACNA1D	3	53837440	53837609	45	37
CACNA1D	3	53839000	53839183	46	29
CACNA1D	3	53842666	53842807	47	37
CACNA1D	3	53843995	53844335	48	24
CACNA1D	3	53845130	53845433	49	31
ZFP36L2	2	43451458	43452901	2	48
ZFP36L2	2	43453394	43453454	1	50
ZFP36L1	14	69256250	69257219	2	40
ZFP36L1	14	69259589	69259655	1	34
TMEM127	2	96919546	96919863	4	38
TMEM127	2	96920561	96920745	3	47
TMEM127	2	96930866	96931119	2	38
BCL9L	11	118769124	118770227	8	40
BCL9L	11	118770616	118770917	7	45
BCL9L	11	118771318	118773627	6	37
BCL9L	11	118773689	118773793	5	58
BCL9L	11	118773935	118774171	4	43
BCL9L	11	118778182	118778321	3	42
BCL9L	11	118778969	118779374	2	45
BCL9L	11	118780613	118780648	1	37
SMAD2	18	45368198	45368331	11	38
SMAD2	18	45371701	45371865	10	32
SMAD2	18	45372024	45372181	9	35
SMAD2	18	45374836	45375068	8	36
SMAD2	18	45377635	45377708	7	28
SMAD2	18	45391420	45391514	6	31
SMAD2	18	45394684	45394838	5	28
SMAD2	18	45395604	45395817	4	29
SMAD2	18	45396836	45396945	3	40
SMAD2	18	45422882	45423127	2	26
SMAD4	18	48573417	48573675	2	31
SMAD4	18	48575046	48575240	3	31
SMAD4	18	48575655	48575704	4	31
SMAD4	18	48581141	48581373	5	31
SMAD4	18	48584485	48584624	6	28
SMAD4	18	48584700	48584836	7	24
SMAD4	18	48586226	48586296	8	33
SMAD4	18	48591783	48591986	9	30
SMAD4	18	48593379	48593567	10	34
SMAD4	18	48602998	48603156	11	19
SMAD4	18	48604616	48604837	12	34
ZFHX3	16	72821063	72822757	10	34
ZFHX3	16	72827144	72832623	9	33
ZFHX3	16	72833916	72834038	8	40
ZFHX3	16	72845466	72845686	7	34
ZFHX3	16	72845794	72845947	6	39
ZFHX3	16	72863668	72863768	5	35
ZFHX3	16	72923620	72923871	4	36
ZFHX3	16	72984358	72984874	3	28
ZFHX3	16	72991316	72994044	2	32
SPATA31A7	9	65503516	65507261	4	0
SPATA31A7	9	65507497	65507577	3	0
SPATA31A7	9	65508126	65508203	2	0
SPATA31A7	9	65509383	65509581	1	0
SMAD3	15	67358493	67358708	1	47
SMAD3	15	67457223	67457436	2	35
SMAD3	15	67457581	67457732	3	43
SMAD3	15	67459107	67459201	4	40
SMAD3	15	67462882	67462952	5	36
SMAD3	15	67473569	67473801	6	39
SMAD3	15	67477055	67477212	7	37
SMAD3	15	67479693	67479857	8	30
SMAD3	15	67482741	67482874	9	30
PTCH1	9	98209194	98209743	23	41
PTCH1	9	98211341	98211615	22	40
PTCH1	9	98212113	98212232	21	23
PTCH1	9	98215750	98215912	20	28
PTCH1	9	98218548	98218705	19	32
PTCH1	9	98220285	98220585	18	38
PTCH1	9	98221872	98222075	17	36
PTCH1	9	98224128	98224290	16	33
PTCH1	9	98229388	98229717	15	33
PTCH1	9	98231023	98231445	14	40
PTCH1	9	98232085	98232223	13	24
PTCH1	9	98238306	98238451	12	27
PTCH1	9	98239031	98239149	11	32
PTCH1	9	98239819	98239994	10	31
PTCH1	9	98240327	98240478	9	39
PTCH1	9	98241272	98241439	8	28
PTCH1	9	98242241	98242382	7	35
PTCH1	9	98242662	98242880	6	35
PTCH1	9	98244221	98244332	5	39
PTCH1	9	98244406	98244495	4	28
PTCH1	9	98247957	98248166	3	29
PTCH1	9	98268679	98268891	2	39
PTCH1	9	98270433	98270643	1	35
IDH1	2	209101803	209101903	10	31
IDH1	2	209103785	209103967	9	35
IDH1	2	209104577	209104737	8	28
IDH1	2	209106708	209106879	7	34
IDH1	2	209108141	209108338	6	40
IDH1	2	209110033	209110158	5	23
IDH1	2	209113083	209113394	4	35
IDH1	2	209116144	209116275	3	29
IDH2	15	90627498	90627595	11	29
IDH2	15	90628038	90628150	10	37
IDH2	15	90628223	90628340	9	37
IDH2	15	90628497	90628629	8	46
IDH2	15	90630334	90630505	7	43
IDH2	15	90630661	90630817	6	38
IDH2	15	90631581	90631744	5	37
IDH2	15	90631809	90631989	4	29
IDH2	15	90633701	90633886	3	41
IDH2	15	90634775	90634886	2	38
IDH2	15	90645498	90645622	1	41
ESR1	6	152129048	152129509	3	40
ESR1	6	152163722	152163932	4	30
ESR1	6	152201780	152201916	5	37
ESR1	6	152265298	152265653	6	35
ESR1	6	152332781	152332939	7	21
ESR1	6	152382116	152382269	8	36
ESR1	6	152415510	152415713	9	26
ESR1	6	152419857	152420101	10	35
LRP1B	2	140990755	140990905	91	0
LRP1B	2	140992345	140992463	90	0
LRP1B	2	140995711	140995875	89	0
LRP1B	2	140997001	140997111	88	0
LRP1B	2	141004645	141004741	87	0
LRP1B	2	141027801	141027925	86	0
LRP1B	2	141031983	141032177	85	0
LRP1B	2	141055367	141055548	84	0
LRP1B	2	141072494	141072678	83	0
LRP1B	2	141079522	141079667	82	0
LRP1B	2	141081452	141081645	81	0
LRP1B	2	141083321	141083457	80	0
LRP1B	2	141092012	141092138	79	0
LRP1B	2	141093174	141093417	78	0
LRP1B	2	141108356	141108617	77	0
LRP1B	2	141110512	141110651	76	0
LRP1B	2	141113901	141114055	75	0
LRP1B	2	141115538	141115695	74	0
LRP1B	2	141116380	141116525	73	0
LRP1B	2	141122220	141122362	72	0
LRP1B	2	141128269	141128421	71	0
LRP1B	2	141128738	141128864	70	0
LRP1B	2	141130567	141130716	69	0
LRP1B	2	141135739	141135865	68	0
LRP1B	2	141143452	141143588	67	0
LRP1B	2	141200063	141200202	66	0
LRP1B	2	141201889	141202028	65	0
LRP1B	2	141202122	141202258	64	0
LRP1B	2	141208127	141208240	63	0
LRP1B	2	141214014	141214182	62	0
LRP1B	2	141215022	141215230	61	0
LRP1B	2	141232697	141232916	60	0
LRP1B	2	141242902	141243103	59	0
LRP1B	2	141245176	141245318	58	0
LRP1B	2	141250167	141250272	57	0
LRP1B	2	141253124	141253327	56	0
LRP1B	2	141259246	141259453	55	0
LRP1B	2	141260522	141260682	54	0
LRP1B	2	141264355	141264497	53	0
LRP1B	2	141267487	141267635	52	0
LRP1B	2	141272212	141272351	51	0
LRP1B	2	141274448	141274590	50	0
LRP1B	2	141283403	141283572	49	0
LRP1B	2	141283796	141283929	48	0
LRP1B	2	141291580	141291719	47	0
LRP1B	2	141294140	141294288	46	0
LRP1B	2	141298532	141298677	45	0
LRP1B	2	141299338	141299550	44	0
LRP1B	2	141356190	141356414	43	0
LRP1B	2	141359009	141359218	42	0
LRP1B	2	141457809	141458200	41	0
LRP1B	2	141459280	141459424	40	0
LRP1B	2	141459700	141459871	39	0
LRP1B	2	141459986	141460132	38	0
LRP1B	2	141473532	141473681	37	0
LRP1B	2	141474241	141474395	36	0
LRP1B	2	141526772	141526923	35	0
LRP1B	2	141528440	141528585	34	0
LRP1B	2	141533657	141533817	33	0
LRP1B	2	141571216	141571385	32	0
LRP1B	2	141597550	141597664	31	0
LRP1B	2	141598477	141598671	30	0
LRP1B	2	141607661	141607908	29	0
LRP1B	2	141609211	141609362	28	0
LRP1B	2	141625149	141625413	27	0
LRP1B	2	141625658	141625842	26	0
LRP1B	2	141641376	141641600	25	0
LRP1B	2	141643697	141643914	24	0
LRP1B	2	141660479	141660744	23	0
LRP1B	2	141665436	141665656	22	0
LRP1B	2	141680524	141680726	21	0
LRP1B	2	141707794	141707981	20	0
LRP1B	2	141709419	141709519	19	0
LRP1B	2	141739719	141739855	18	0
LRP1B	2	141747091	141747236	17	0
LRP1B	2	141751554	141751714	16	0
LRP1B	2	141762894	141763036	15	0
LRP1B	2	141771115	141771324	14	0
LRP1B	2	141773255	141773494	13	0
LRP1B	2	141777481	141777681	12	0
LRP1B	2	141806545	141806801	11	0
LRP1B	2	141812675	141812838	10	0
LRP1B	2	141816442	141816633	9	0
LRP1B	2	141819610	141819852	8	0
LRP1B	2	141945980	141946162	7	0
LRP1B	2	141986742	141987019	6	0
LRP1B	2	142004785	142004933	5	0
LRP1B	2	142012081	142012220	4	0
LRP1B	2	142237955	142238112	3	0
LRP1B	2	142567838	142567980	2	0
LRP1B	2	142888207	142888298	1	0
PHOX2B	4	41747824	41748349	3	33
PHOX2B	4	41749356	41749563	2	40
PHOX2B	4	41750377	41750627	1	27
AFDN	6	168227813	168227927	1	0
AFDN	6	168265221	168265436	2	0
AFDN	6	168271056	168271188	3	0
AFDN	6	168272884	168273067	4	0
AFDN	6	168276005	168276185	5	0
AFDN	6	168281030	168281207	6	0
AFDN	6	168289885	168290016	7	0
AFDN	6	168291532	168291719	8	0
AFDN	6	168294532	168294596	9	0
AFDN	6	168297548	168297662	10	0
AFDN	6	168298875	168299157	11	0
AFDN	6	168302987	168303076	12	0
AFDN	6	168307841	168307979	13	0
AFDN	6	168311771	168311852	14	0
AFDN	6	168311954	168312179	15	0
AFDN	6	168314838	168315003	16	0
AFDN	6	168315314	168315428	17	0
AFDN	6	168315838	168316123	18	0
AFDN	6	168317759	168317922	19	0
AFDN	6	168319405	168319623	20	0
AFDN	6	168323526	168323649	21	0
AFDN	6	168325675	168325781	22	0
AFDN	6	168343799	168343884	23	0
AFDN	6	168344072	168344165	24	0
AFDN	6	168344611	168344749	25	0
AFDN	6	168347377	168347591	26	0
AFDN	6	168348523	168348634	27	0
AFDN	6	168348963	168349168	28	0
AFDN	6	168351856	168352877	29	0
AFDN	6	168363109	168363262	30	0
DIAPH2	X	95940058	95940199	1	0
DIAPH2	X	95990747	95990799	2	0
DIAPH2	X	95993575	95993771	3	0
DIAPH2	X	96013143	96013267	4	0
DIAPH2	X	96136568	96136727	5	0
DIAPH2	X	96167317	96167411	6	0
DIAPH2	X	96167472	96167561	7	0
DIAPH2	X	96171427	96171583	8	0
DIAPH2	X	96173498	96173626	9	0
DIAPH2	X	96185722	96185852	10	0
DIAPH2	X	96192222	96192360	11	0
DIAPH2	X	96194255	96194391	12	0
DIAPH2	X	96197007	96197145	13	0
DIAPH2	X	96200516	96200600	14	0
DIAPH2	X	96203924	96204048	15	0
DIAPH2	X	96212817	96213157	16	0
DIAPH2	X	96220082	96220216	17	0
DIAPH2	X	96327930	96328051	18	0
DIAPH2	X	96330156	96330270	19	0
DIAPH2	X	96354683	96354804	20	0
DIAPH2	X	96369715	96369974	21	0
DIAPH2	X	96396654	96396803	22	0
DIAPH2	X	96502704	96502848	23	0
DIAPH2	X	96603105	96603289	24	0
DIAPH2	X	96638898	96639053	25	0
DIAPH2	X	96684639	96684754	26	0
DIAPH2	X	96854242	96854316	27	0
DLG2	11	83170861	83170977	28	0
DLG2	11	83173035	83173146	27	0
DLG2	11	83177741	83177870	26	0
DLG2	11	83180234	83180426	25	0
DLG2	11	83182659	83182780	24	0
DLG2	11	83183760	83183830	23	0
DLG2	11	83195162	83195281	22	0
DLG2	11	83243741	83243836	21	0
DLG2	11	83252715	83252911	20	0
DLG2	11	83344244	83344378	19	0
DLG2	11	83497723	83497845	18	0
DLG2	11	83544647	83544823	17	0
DLG2	11	83585453	83585541	16	0
DLG2	11	83641361	83641536	15	0
DLG2	11	83673918	83674076	14	0
DLG2	11	83676357	83676521	13	0
DLG2	11	83691539	83691695	12	0
DLG2	11	83770348	83770537	11	0
DLG2	11	83809956	83810100	10	0
DLG2	11	83874494	83874564	9	0
DLG2	11	83962271	83962344	8	0
DLG2	11	84245603	84245784	7	0
DLG2	11	84822695	84822789	6	0
DLG2	11	84865590	84865705	5	0
DLG2	11	84996254	84996419	4	0
DLG2	11	85309691	85309740	3	0
GNAQ	9	80336239	80336439	7	34
GNAQ	9	80343420	80343593	6	40
GNAQ	9	80409369	80409518	5	33
GNAQ	9	80412426	80412574	4	31
GNAQ	9	80430522	80430696	3	26
GNAQ	9	80537067	80537271	2	31
GNAQ	9	80646006	80646151	1	29
GNAS	20	57428321	57430398	1	44
GNAS	20	57470657	57470749	2	39
GNAS	20	57473986	57474050	3	33
GNAS	20	57478576	57478650	4	34
GNAS	20	57478717	57478856	5	32
GNAS	20	57480428	57480545	6	32
GNAS	20	57484207	57484281	7	35
GNAS	20	57484395	57484488	8	25
GNAS	20	57484566	57484644	9	44
GNAS	20	57484729	57484869	10	35
GNAS	20	57484996	57485146	11	36
GNAS	20	57485379	57485466	12	35
GNAS	20	57485728	57485884	13	39
NFKBIE	6	44226956	44227031	6	33
NFKBIE	6	44227770	44228029	5	47
NFKBIE	6	44228178	44228286	4	44
NFKBIE	6	44229353	44229595	3	40
NFKBIE	6	44230287	44230409	2	41
NFKBIE	6	44232709	44233500	1	45
IL7R	5	35857080	35857171	1	35
IL7R	5	35860944	35861102	2	41
IL7R	5	35867398	35867575	3	44
IL7R	5	35871148	35871325	4	37
IL7R	5	35873572	35873760	5	28
IL7R	5	35874541	35874654	6	34
IL7R	5	35875604	35875699	7	42
IL7R	5	35876075	35876588	8	29
FGFR4	5	176516604	176516704	2	41
FGFR4	5	176517381	176517664	3	38
FGFR4	5	176517736	176517836	4	31
FGFR4	5	176517929	176518115	5	39
FGFR4	5	176518676	176518819	6	40
FGFR4	5	176519312	176519522	7	43
FGFR4	5	176519637	176519795	8	44
FGFR4	5	176520129	176520342	9	57
FGFR4	5	176520397	176520562	10	46
FGFR4	5	176520645	176520786	11	44
FGFR4	5	176522321	176522451	12	46
FGFR4	5	176522524	176522734	13	42
FGFR4	5	176523048	176523190	14	40
FGFR4	5	176523278	176523368	15	47
FGFR4	5	176523595	176523752	16	34
FGFR4	5	176524283	176524408	17	37
FGFR4	5	176524518	176524677	18	46
FGFR3	4	1795662	1795780	2	43
FGFR3	4	1800971	1801260	3	44
FGFR3	4	1801464	1801549	4	41
FGFR3	4	1803084	1803273	5	48
FGFR3	4	1803337	1803480	6	41
FGFR3	4	1803552	1803762	7	36
FGFR3	4	1804631	1804801	8	46
FGFR3	4	1806047	1806257	9	45
FGFR3	4	1806541	1806706	10	34
FGFR3	4	1807072	1807213	11	37
FGFR3	4	1807276	1807406	12	41
FGFR3	4	1807467	1807677	13	44
FGFR3	4	1807768	1807910	14	43
FGFR3	4	1807974	1808064	15	49
FGFR3	4	1808263	1808420	16	48
FGFR3	4	1808546	1808671	17	36
FGFR3	4	1808833	1808989	18	35
FGFR2	10	123239371	123239545	18	30
FGFR2	10	123243202	123243327	17	39
FGFR2	10	123244899	123245056	16	31
FGFR2	10	123246858	123246948	15	32
FGFR2	10	123247495	123247637	14	31
FGFR2	10	123256036	123256246	13	23
FGFR2	10	123257999	123258129	12	36
FGFR2	10	123260330	123260471	11	30
FGFR2	10	123263294	123263465	10	27
FGFR2	10	123274621	123274843	9	39
FGFR2	10	123278186	123278353	8	40
FGFR2	10	123279483	123279693	7	34
FGFR2	10	123298096	123298239	6	23
FGFR2	10	123310794	123310983	5	29
FGFR2	10	123324006	123324103	4	39
FGFR2	10	123324942	123325228	3	23
FGFR2	10	123353213	123353331	2	38
BMPR1A	10	88635776	88635852	3	30
BMPR1A	10	88649809	88649991	4	31
BMPR1A	10	88651874	88651996	5	45
BMPR1A	10	88659541	88659657	6	32
BMPR1A	10	88659774	88659893	7	33
BMPR1A	10	88671987	88672151	8	32
BMPR1A	10	88676881	88677093	9	35
BMPR1A	10	88678919	88679236	10	29
BMPR1A	10	88681267	88681462	11	35
BMPR1A	10	88683123	88683273	12	42
BMPR1A	10	88683341	88683476	13	34
FGFR1	8	38271146	38271332	19	45
FGFR1	8	38271426	38271551	18	40
FGFR1	8	38271660	38271817	17	48
FGFR1	8	38272067	38272157	16	36
FGFR1	8	38272287	38272429	15	35
FGFR1	8	38273378	38273588	14	42
FGFR1	8	38274814	38274944	13	33
FGFR1	8	38275378	38275519	12	34
FGFR1	8	38275736	38275901	11	33
FGFR1	8	38277041	38277263	10	33
FGFR1	8	38279305	38279469	9	34
FGFR1	8	38282017	38282227	8	39
FGFR1	8	38283630	38283773	7	27
FGFR1	8	38285429	38285621	6	39
FGFR1	8	38285860	38285963	5	38
FGFR1	8	38287190	38287476	4	47
FGFR1	8	38314864	38315062	3	30
FGFR1	8	38318604	38318624	2	41
GSK3B	3	119545635	119545712	12	37
GSK3B	3	119562092	119562210	11	34
GSK3B	3	119582256	119582462	10	41
GSK3B	3	119585427	119585485	9	29
GSK3B	3	119595250	119595365	8	41
GSK3B	3	119624592	119624709	7	31
GSK3B	3	119631541	119631667	6	36
GSK3B	3	119634881	119635031	5	26
GSK3B	3	119642210	119642340	4	41
GSK3B	3	119666105	119666208	3	43
GSK3B	3	119720883	119721096	2	41
GSK3B	3	119812184	119812281	1	25
KDM5C	X	53222149	53222524	26	14
KDM5C	X	53222609	53222828	25	20
KDM5C	X	53222945	53223043	24	23
KDM5C	X	53223311	53223930	23	21
KDM5C	X	53224103	53224260	22	19
KDM5C	X	53224403	53224602	21	14
KDM5C	X	53225088	53225246	20	24
KDM5C	X	53225858	53226236	19	16
KDM5C	X	53226943	53227068	18	20
KDM5C	X	53227662	53227829	17	21
KDM5C	X	53227936	53228080	16	24
KDM5C	X	53228149	53228350	15	26
KDM5C	X	53230722	53230936	14	24
KDM5C	X	53231026	53231165	13	14
KDM5C	X	53239586	53239768	12	19
