chromosome	start	end	germlineStatus	bafCount	observedBAF	minorAlleleCopyNumber	minorAlleleCopyNumberDeviation	observedTumorRatio	observedNormalRatio	unnormalisedObservedNormalRatio	majorAlleleCopyNumber	majorAlleleCopyNumberDeviation	deviationPenalty	tumorCopyNumber	fittedTumorCopyNumber	fittedBAF	refNormalisedCopyNumber	ratioSupport	support	depthWindowCount	tumorBAF	gcContent	eventPenalty	minStart	maxStart
17	77394001	79444000	DIPLOID	1096	0.6720	1.0107	0.1000	0.9928	0.9928	0.9953	2.0809	0.3943	0.3321	3.0916	0.0000	0.0000	3.0918	true	NONE	1474	0.6731	0.5377	1.4367	77365001	77394001
17	79444001	81152000	DIPLOID	1121	0.6759	0.9825	0.1000	0.9771	0.9975	0.9996	2.0599	0.2978	0.2689	3.0424	0.0000	0.0000	3.0425	true	NONE	1141	0.6771	0.5479	1.4310	79444001	79444001
17	81152001	81195210	UNKNOWN	0	0.0000	0.0000	0.1000	0.0000	0.0000	0.0000	0.0000	1.5000	0.0000	0.0000	0.0000	0.0000	0.0000	true	NONE	0	1.0000	0.0000	1.8000	81152001	81152001
18	1	13000	UNKNOWN	0	0.0000	0.0000	0.1000	0.0000	0.0000	0.0000	0.0000	1.5000	0.0000	0.0000	0.0000	0.0000	0.0000	true	TELOMERE	0	1.0000	0.6570	1.8000	1	1
18	13001	49000	AMPLIFICATION	0	0.0000	2.2045	0.8081	1.4131	2.1974	2.2090	2.2045	0.8081	0.0000	4.4090	0.0000	0.0000	4.3848	true	NONE	1	0.5000	0.5850	1.5636	13001	13001
18	49001	72000	DIPLOID	16	1.0000	-0.0101	0.1000	0.6740	0.9933	0.9985	2.1023	0.4862	0.5862	2.0922	0.0000	0.0000	2.0924	true	NONE	4	1.0048	0.4420	1.8450	1	49001
18	72001	112000	HOM_DELETION	20	1.0000	0.0000	0.1000	0.0100	0.0202	0.0203	0.0111	1.5400	1.6400	0.0111	0.0000	0.0000	0.0309	true	NONE	1	1.0000	0.5530	1.7955	72001	111001
18	112001	207000	DIPLOID	51	1.0000	-0.0101	0.1000	0.6412	0.9620	0.9669	1.9997	0.1000	0.2000	1.9896	0.0000	0.0000	1.9903	true	NONE	73	1.0051	0.3994	1.8039	72001	132001
18	207001	208000	HET_DELETION	0	0.0000	0.5957	0.9901	0.1965	0.6456	0.6489	0.0000	1.5000	0.0000	0.5957	0.0000	0.0000	0.6029	true	NONE	1	0.0000	0.3600	1.5617	207001	207001
18	208001	4535000	DIPLOID	3143	1.0000	-0.0101	0.1000	0.6483	1.0080	1.0090	2.0219	0.1113	0.2113	2.0118	0.0000	0.0000	2.0117	true	NONE	4118	1.0050	0.3940	1.8128	207001	208001
18	4535001	4537000	HET_DELETION	1	1.0000	0.0000	0.1000	0.2258	0.6679	0.6681	0.6875	1.4225	1.5225	0.6875	0.0000	0.0000	0.6943	true	NONE	2	1.0000	0.3965	1.5250	4535001	4535001
18	4537001	6995000	DIPLOID	1577	1.0000	-0.0101	0.1000	0.6531	0.9909	0.9930	2.0370	0.1865	0.2865	2.0269	0.0000	0.0000	2.0271	true	NONE	2339	1.0050	0.3938	1.8188	4535001	4537001
18	6995001	8007000	DIPLOID	534	1.0000	-0.0101	0.1000	0.6502	0.9545	0.9571	2.0279	0.1412	0.2412	2.0178	0.0000	0.0000	2.0187	true	NONE	959	1.0050	0.4175	1.8152	6995001	6995001
18	8007001	9868616	DIPLOID	1255	1.0000	-0.0101	0.1000	0.6528	1.0117	1.0129	2.0360	0.1819	0.2819	2.0259	0.0000	0.0000	2.0257	true	NONE	1769	1.0050	0.4190	1.8185	8007001	8007001
18	9868617	15356000	DIPLOID	2519	0.7113	0.8239	0.7387	0.9217	1.0069	1.0114	2.0448	0.2252	0.6856	2.8688	0.0000	0.0000	2.8686	true	BND	3912	0.7128	0.4294	1.4884	9868617	9868617
18	15356001	15404000	CENTROMETIC	0	0.0000	1.0377	0.1902	0.6686	0.6746	0.6804	1.0377	0.1902	0.0000	2.0755	0.0000	0.0000	2.0820	true	NONE	1	0.5000	0.3600	1.0302	15356001	15356001
18	15404001	16960897	CENTROMETIC	0	0.0000	0.0000	0.1000	0.0000	0.0000	0.0000	0.0000	1.5000	0.0000	0.0000	0.0000	0.0000	0.0000	true	NONE	0	1.0000	0.0000	1.8000	15404001	16960897
18	16960898	18512000	CENTROMETIC	0	0.0000	0.0000	0.1000	0.0000	0.0000	0.0000	0.0000	1.5000	0.0000	0.0000	0.0000	0.0000	0.0000	true	CENTROMERE	1	1.0000	0.3820	1.8000	16960898	16960898
18	18512001	18514000	CENTROMETIC	0	0.0000	0.3423	0.9710	0.1157	0.1432	0.1444	0.0000	1.5000	0.0000	0.3423	0.0000	0.0000	0.3596	true	NONE	2	0.0000	0.3830	1.6631	18512001	18512001
18	18514001	18515000	CENTROMETIC	0	0.0000	0.1284	0.5873	0.0474	0.0756	0.0762	0.0000	1.5000	0.0000	0.1284	0.0000	0.0000	0.1470	true	NONE	1	0.0000	0.3760	1.7487	18514001	18514001
18	18515001	18520000	CENTROMETIC	0	0.0000	0.0000	0.1000	0.0000	0.0000	0.0000	0.0000	1.5000	0.0000	0.0000	0.0000	0.0000	0.0000	true	NONE	4	1.0000	0.3697	1.8000	18515001	18516001
18	18520001	18654000	CENTROMETIC	0	0.0000	1.4059	0.9904	0.9035	0.9774	0.9856	1.4059	0.9904	0.0000	2.8117	0.0000	0.0000	2.8122	true	NONE	110	0.5000	0.3618	1.3247	18520001	18540001
18	18654001	19858000	DIPLOID	49	0.7018	0.8274	0.7293	0.8960	0.9757	0.9822	1.9609	0.1973	0.6503	2.7882	0.0000	0.0000	2.7887	true	NONE	1167	0.7033	0.4159	1.4534	16960898	18654001
18	19858001	20240000	DIPLOID	317	0.7128	0.8222	0.7435	0.9245	1.0020	1.0062	2.0555	0.2769	0.7273	2.8777	0.0000	0.0000	2.8777	true	NONE	360	0.7143	0.4026	1.4933	19858001	19858001
18	20240001	20246000	HET_DELETION	4	0.6912	0.0000	0.1000	0.2955	0.3858	0.3870	0.9060	0.5923	0.4785	0.9060	0.0000	0.0000	0.9184	true	NONE	3	1.0000	0.3413	1.4376	20240001	20243001
18	20246001	21991000	DIPLOID	475	0.7073	0.8344	0.7093	0.9205	1.0236	1.0219	2.0306	0.1549	0.6112	2.8650	0.0000	0.0000	2.8645	true	NONE	1670	0.7088	0.4238	1.4785	20240001	20246001
18	21991001	21992000	HET_DELETION	0	0.0000	0.6158	0.9858	0.2029	0.4486	0.4461	0.0000	1.5000	0.0000	0.6158	0.0000	0.0000	0.6269	true	NONE	1	0.0000	0.4520	1.5537	21991001	21991001
18	21992001	24714000	DIPLOID	960	0.7059	0.8339	0.7109	0.9155	1.0068	0.9973	2.0156	0.1000	0.5724	2.8495	0.0000	0.0000	2.8494	true	NONE	2598	0.7074	0.3982	1.4727	21991001	21992001
18	24714001	28345000	DIPLOID	1890	0.7054	0.8375	0.7003	0.9179	0.9751	0.9620	2.0194	0.1000	0.5645	2.8569	0.0000	0.0000	2.8574	true	NONE	3483	0.7069	0.3565	1.4728	24714001	24714001
18	28345001	29074000	DIPLOID	574	0.7041	0.8457	0.6752	0.9227	1.0278	1.0125	2.0262	0.1329	0.5690	2.8719	0.0000	0.0000	2.8713	true	NONE	700	0.7055	0.3657	1.4722	28345001	28345001
18	29074001	29076000	AMPLIFICATION	0	0.0000	2.8308	0.7198	1.8127	1.8253	1.7970	2.8308	0.7198	0.0000	5.6615	0.0000	0.0000	5.6449	true	NONE	2	0.5000	0.4485	2.0646	29074001	29074001
18	29076001	34622000	DIPLOID	2283	0.7059	0.8383	0.6980	0.9203	1.0139	0.9942	2.0261	0.1324	0.5862	2.8644	0.0000	0.0000	2.8641	true	NONE	5244	0.7074	0.3871	1.4751	29074001	29076001
18	34622001	35306000	DIPLOID	315	0.7103	0.8231	0.7410	0.9176	0.9905	0.9653	2.0328	0.1658	0.6441	2.8559	0.0000	0.0000	2.8561	true	NONE	642	0.7118	0.4664	1.4839	34622001	34622001
18	35306001	35307000	HET_DELETION	0	0.0000	1.2204	0.8404	0.3958	0.3956	0.3851	0.0000	1.5000	0.0000	1.2204	0.0000	0.0000	1.2326	true	NONE	1	0.0000	0.4120	1.4882	35306001	35306001
18	35307001	38260000	DIPLOID	1588	0.7059	0.8295	0.7234	0.9108	0.9815	0.9547	2.0051	0.1000	0.5812	2.8346	0.0000	0.0000	2.8350	true	NONE	2857	0.7074	0.3695	1.4702	35306001	35307001
18	38260001	38267000	HET_DELETION	0	0.0000	0.9700	0.1517	0.6254	0.4759	0.4635	0.9700	0.1966	0.0000	1.9401	0.0000	0.0000	1.9506	true	NONE	7	0.5000	0.3360	1.0240	38260001	38260001
18	38267001	38505000	DIPLOID	164	0.7137	0.8005	0.7970	0.9032	0.9656	0.9406	2.0101	0.1000	0.6401	2.8106	0.0000	0.0000	2.8113	true	NONE	230	0.7152	0.3560	1.4838	38260001	38267001
18	38505001	38518000	HET_DELETION	0	0.0000	0.9998	0.1000	0.6444	0.5183	0.5049	0.9998	0.1000	0.0000	1.9996	0.0000	0.0000	2.0093	true	NONE	11	0.5000	0.3628	1.0002	38505001	38506001
18	38518001	38865000	DIPLOID	106	0.7028	0.8408	0.6904	0.9135	0.9906	0.9650	2.0025	0.1000	0.5555	2.8432	0.0000	0.0000	2.8434	true	NONE	340	0.7043	0.3516	1.4647	38505001	38518001
18	38865001	38868000	UNKNOWN	0	0.0000	0.0000	0.1000	0.0000	0.0000	0.0000	0.0000	1.5000	0.0000	0.0000	0.0000	0.0000	0.0000	true	NONE	3	1.0000	0.3713	1.8000	38865001	38865001
18	38868001	40230000	DIPLOID	384	0.7035	0.8531	0.6515	0.9288	1.0012	0.9754	2.0380	0.1913	0.5929	2.8910	0.0000	0.0000	2.8910	true	NONE	1319	0.7049	0.3752	1.4739	38865001	38868001
18	40230001	41658000	DIPLOID	423	0.7073	0.8237	0.7395	0.9088	0.9883	0.9667	2.0047	0.1000	0.5938	2.8283	0.0000	0.0000	2.8286	true	NONE	1347	0.7088	0.3576	1.4724	40230001	40230001
18	41658001	41660000	HET_DELETION	0	0.0000	0.8085	0.7782	0.5223	0.6365	0.6251	0.8085	1.0654	0.0000	1.6171	0.0000	0.0000	1.6244	true	NONE	2	0.5000	0.2605	1.1532	41658001	41658001
18	41660001	45376000	DIPLOID	1803	0.7037	0.8392	0.6951	0.9145	1.0083	0.9991	2.0070	0.1000	0.5595	2.8462	0.0000	0.0000	2.8460	true	NONE	3526	0.7051	0.4220	1.4671	41658001	41660001
18	45376001	45378000	HET_DELETION	1	0.8039	0.3236	0.9610	0.5429	0.7112	0.7071	1.3577	0.9776	1.5584	1.6813	0.0000	0.0000	1.6871	true	NONE	2	0.8076	0.2415	1.4137	45376001	45376001
18	45378001	47695000	DIPLOID	1911	0.7059	0.8432	0.6828	0.9257	1.0193	1.0174	2.0381	0.1920	0.6175	2.8813	0.0000	0.0000	2.8809	true	NONE	2179	0.7073	0.4489	1.4779	45376001	45378001
18	47695001	47698000	HET_DELETION	0	0.0000	0.8186	0.7530	0.2676	0.4905	0.4911	0.0000	1.5000	0.0000	0.8186	0.0000	0.0000	0.8289	true	NONE	3	0.0000	0.4243	1.4726	47695001	47695001
18	47698001	50612000	DIPLOID	1743	0.7045	0.8350	0.7076	0.9124	0.9887	0.9882	2.0046	0.1000	0.5690	2.8396	0.0000	0.0000	2.8399	true	NONE	2778	0.7060	0.3997	1.4679	47695001	47698001
18	50612001	50613000	HET_DELETION	0	0.0000	1.0254	0.1289	0.3336	0.3784	0.3787	0.0000	1.5000	0.0000	1.0254	0.0000	0.0000	1.0380	true	NONE	1	0.0000	0.3860	1.4102	50612001	50612001
18	50613001	52711000	DIPLOID	1314	0.7059	0.8265	0.7316	0.9076	1.0036	1.0056	1.9980	0.1000	0.5870	2.8246	0.0000	0.0000	2.8245	true	NONE	1831	0.7074	0.3747	1.4686	50612001	50615001
18	52711001	52713000	AMPLIFICATION	0	0.0000	2.5522	0.9957	1.6349	1.5338	1.5374	2.5522	0.9957	0.0000	5.1044	0.0000	0.0000	5.0936	true	NONE	2	0.5000	0.3610	1.8418	52711001	52711001
18	52713001	54947000	DIPLOID	885	0.7075	0.8229	0.7416	0.9085	0.9954	0.9964	2.0047	0.1000	0.5954	2.8276	0.0000	0.0000	2.8277	true	NONE	2138	0.7090	0.3888	1.4727	52711001	52713001
18	54947001	54949000	HET_DELETION	0	0.0000	1.2312	0.8599	0.3992	0.5776	0.5789	0.0000	1.5000	0.0000	1.2312	0.0000	0.0000	1.2397	true	NONE	2	0.0000	0.4520	1.4925	54947001	54947001
18	54949001	59673000	DIPLOID	2257	0.7048	0.8359	0.7050	0.9143	1.0045	1.0104	2.0097	0.1000	0.5674	2.8456	0.0000	0.0000	2.8455	true	NONE	4495	0.7063	0.4077	1.4695	54947001	54949001
18	59673001	59674000	HET_DELETION	0	0.0000	0.8173	0.7563	0.2672	0.5883	0.5876	0.0000	1.5000	0.0000	0.8173	0.0000	0.0000	0.8256	true	NONE	1	0.0000	0.4490	1.4731	59673001	59673001
18	59674001	59740000	DIPLOID	113	0.7000	0.8486	0.6660	0.9132	0.9858	0.9846	1.9935	0.1000	0.5362	2.8421	0.0000	0.0000	2.8424	true	NONE	59	0.7014	0.3981	1.4580	59673001	59674001
18	59740001	61783000	DIPLOID	1377	0.7043	0.8503	0.6606	0.9283	1.0371	1.0302	2.0392	0.1974	0.6043	2.8895	0.0000	0.0000	2.8887	true	NONE	1948	0.7057	0.4029	1.4756	59740001	59740001
18	61783001	62230000	DIPLOID	200	0.7027	0.8410	0.6897	0.9135	1.0159	1.0033	2.0021	0.1000	0.5549	2.8431	0.0000	0.0000	2.8428	true	NONE	418	0.7042	0.3713	1.4644	61783001	61783001
18	62230001	63724000	DIPLOID	584	0.7040	0.8340	0.7104	0.9097	0.9690	0.9555	1.9971	0.1000	0.5705	2.8312	0.0000	0.0000	2.8318	true	NONE	1433	0.7054	0.3477	1.4652	62230001	62230001
18	63724001	63732000	HOM_DELETION	0	0.0000	0.0000	0.1000	0.0000	0.0003	0.0003	0.0000	1.5000	0.0000	0.0000	0.0000	0.0000	0.0000	true	NONE	8	1.0000	0.3491	1.8000	63724001	63724001
18	63732001	63907000	DIPLOID	3	0.6944	0.8710	0.5894	0.9199	0.9824	0.9652	1.9921	0.1000	0.4787	2.8631	0.0000	0.0000	2.8635	true	NONE	173	0.6958	0.3474	1.4484	63724001	63732001
18	63907001	63912000	HET_DELETION	0	0.0000	0.9082	0.4419	0.2962	0.5275	0.5182	0.0000	1.5000	0.0000	0.9082	0.0000	0.0000	0.9178	true	NONE	5	0.0000	0.3694	1.4367	63907001	63907001
18	63912001	64220000	DIPLOID	213	0.6991	0.8617	0.6223	0.9244	0.9703	0.9528	2.0155	0.1000	0.5050	2.8772	0.0000	0.0000	2.8778	true	NONE	303	0.7005	0.3428	1.4615	63907001	63912001
18	64220001	64221000	HET_DELETION	0	0.0000	0.9176	0.4009	0.2992	0.4592	0.4507	0.0000	1.5000	0.0000	0.9176	0.0000	0.0000	0.9285	true	NONE	1	0.0000	0.3310	1.4330	64220001	64220001
18	64221001	66379461	DIPLOID	1181	0.7025	0.8401	0.6923	0.9118	0.9765	0.9545	1.9976	0.1000	0.5566	2.8377	0.0000	0.0000	2.8382	true	NONE	2067	0.7039	0.3487	1.4630	64220001	64221001
18	66379462	66382826	DIPLOID	0	0.0000	1.0760	0.3721	0.6930	0.9816	0.9545	1.0760	0.3721	0.0000	2.1519	0.0000	0.0000	2.1523	false	DEL	2	0.5000	0.4235	1.0608	66379462	66379462
18	66382827	66695000	DIPLOID	189	0.7045	0.8415	0.6883	0.9194	0.9948	0.9666	2.0201	0.1021	0.5568	2.8616	0.0000	0.0000	2.8617	false	DEL	295	0.7059	0.3479	1.4715	66382827	66382827
18	66695001	68605000	DIPLOID	1051	0.7050	0.8469	0.6715	0.9268	1.0287	0.9985	2.0379	0.1911	0.6081	2.8848	0.0000	0.0000	2.8842	true	NONE	1793	0.7064	0.3729	1.4764	66695001	66695001
18	68605001	71565000	DIPLOID	1992	0.7048	0.8308	0.7197	0.9088	0.9855	0.9634	1.9976	0.1000	0.5777	2.8283	0.0000	0.0000	2.8286	true	NONE	2830	0.7063	0.3626	1.4667	68605001	68605001
18	71565001	71940000	DIPLOID	150	0.7084	0.8341	0.7103	0.9235	1.0104	0.9918	2.0402	0.2024	0.6465	2.8743	0.0000	0.0000	2.8741	true	NONE	366	0.7098	0.4242	1.4824	71565001	71565001
18	71940001	74297000	DIPLOID	949	0.7069	0.8455	0.6757	0.9314	1.0124	0.9930	2.0535	0.2672	0.6665	2.8990	0.0000	0.0000	2.8988	true	NONE	2220	0.7083	0.4204	1.4832	71940001	71940001
18	74297001	74298000	HET_DELETION	1	0.7019	0.3379	0.9689	0.3724	0.4034	0.3955	0.8092	1.0628	1.4260	1.1470	0.0000	0.0000	1.1591	true	NONE	1	0.7055	0.4410	1.3412	74297001	74297001
18	74298001	75267000	DIPLOID	833	0.7048	0.8473	0.6702	0.9266	1.0195	1.0013	2.0369	0.1860	0.6035	2.8841	0.0000	0.0000	2.8837	true	NONE	897	0.7062	0.4390	1.4758	74297001	74298001
18	75267001	75268000	HET_DELETION	0	0.0000	0.8446	0.6787	0.2759	0.5024	0.4943	0.0000	1.5000	0.0000	0.8446	0.0000	0.0000	0.8546	true	NONE	1	0.0000	0.3280	1.4622	75267001	75267001
18	75268001	76291000	DIPLOID	769	0.7059	0.8362	0.7040	0.9181	0.9904	0.9752	2.0213	0.1079	0.5731	2.8575	0.0000	0.0000	2.8577	true	NONE	921	0.7074	0.4193	1.4740	75267001	75268001
18	76291001	76294000	HET_DELETION	0	0.0000	0.7878	0.8242	0.2578	0.4872	0.4799	0.0000	1.5000	0.0000	0.7878	0.0000	0.0000	0.7982	true	NONE	3	0.0000	0.3837	1.4849	76291001	76291001
18	76294001	76295000	HET_DELETION	0	0.0000	1.2361	0.8680	0.4008	0.6198	0.6106	0.0000	1.5000	0.0000	1.2361	0.0000	0.0000	1.2437	true	NONE	1	0.0000	0.4720	1.4944	76294001	76294001
18	76295001	76297000	HET_DELETION	0	0.0000	0.7440	0.8977	0.4811	0.7576	0.7464	0.7440	1.2818	0.0000	1.4879	0.0000	0.0000	1.4928	true	NONE	2	0.5000	0.4330	1.2048	76295001	76295001
18	76297001	77280000	DIPLOID	966	0.7032	0.8462	0.6736	0.9203	0.9932	0.9805	2.0182	0.1000	0.5440	2.8644	0.0000	0.0000	2.8645	true	NONE	837	0.7046	0.4716	1.4688	76291001	76297001
18	77280001	77282000	HET_DELETION	0	0.0000	0.6770	0.9607	0.4385	0.4921	0.4863	0.6770	1.4451	0.0000	1.3541	0.0000	0.0000	1.3643	true	NONE	2	0.5000	0.5840	1.2584	77280001	77280001
18	77282001	78016000	DIPLOID	476	0.7023	0.8528	0.6524	0.9247	1.0006	0.9886	2.0255	0.1295	0.5491	2.8783	0.0000	0.0000	2.8783	true	NONE	594	0.7037	0.4961	1.4691	77280001	77282001
18	78016001	78017000	HET_DELETION	0	0.0000	1.0927	0.4460	0.7037	0.7715	0.7627	1.0927	0.4460	0.0000	2.1855	0.0000	0.0000	2.1901	true	NONE	1	0.5000	0.5120	1.0742	78016001	78016001
18	78017001	78077248	UNKNOWN	0	0.0000	0.0000	0.1000	0.0000	0.0000	0.0000	0.0000	1.5000	0.0000	0.0000	0.0000	0.0000	0.0000	true	NONE	0	1.0000	0.0000	1.8000	78017001	78017001
19	1	260000	UNKNOWN	0	0.0000	0.0000	0.1000	0.0000	0.0000	0.0000	0.0000	1.5000	0.0000	0.0000	0.0000	0.0000	0.0000	true	TELOMERE	0	1.0000	0.0000	1.8000	1	1
19	260001	267000	DIPLOID	0	0.0000	2.9998	0.1000	0.9635	1.0877	1.0505	0.0000	1.5000	0.0000	2.9998	0.0000	0.0000	2.9980	true	NONE	6	0.0000	0.4045	2.1999	1	260001
19	267001	2909000	DIPLOID	1422	0.6863	0.8937	0.5024	0.9192	0.9966	0.9628	1.9672	0.1656	0.4584	2.8609	0.0000	0.0000	2.8610	true	NONE	1587	0.6876	0.5756	1.4294	267001	267001
19	2909001	2911000	HET_DELETION	2	0.6783	0.3591	0.9781	0.3661	0.3096	0.2989	0.7682	1.2086	1.4831	1.1273	0.0000	0.0000	1.1412	true	NONE	2	0.6814	0.4380	1.3491	2909001	2909001
19	2911001	9112000	DIPLOID	3477	0.6854	0.8961	0.4926	0.9190	0.9964	0.9645	1.9642	0.1807	0.4615	2.8603	0.0000	0.0000	2.8604	true	NONE	4920	0.6867	0.5223	1.4272	2909001	2911001
19	9112001	9275000	DIPLOID	175	0.6957	0.8191	0.7515	0.8694	0.9168	0.8910	1.8857	0.5341	0.8944	2.7048	0.0000	0.0000	2.7065	true	NONE	162	0.6972	0.4660	1.4266	9112001	9112001
19	9275001	9284000	HET_DELETION	0	0.0000	0.8806	0.5538	0.2874	0.4696	0.4566	0.0000	1.5000	0.0000	0.8806	0.0000	0.0000	0.8913	true	NONE	9	0.0000	0.4513	1.4477	9275001	9275001
19	9284001	12695000	DIPLOID	1499	0.6869	0.8977	0.4862	0.9250	0.9993	0.9753	1.9814	0.1000	0.4026	2.8791	0.0000	0.0000	2.8791	true	NONE	3012	0.6882	0.4843	1.4335	9275001	9285001
19	12695001	12698000	UNKNOWN	0	0.0000	0.0000	0.1000	0.0000	0.0000	0.0000	0.0000	1.5000	0.0000	0.0000	0.0000	0.0000	0.0000	true	NONE	3	1.0000	0.4533	1.8000	12695001	12695001
19	12698001	12699000	HOM_DELETION	0	0.0000	0.0000	0.1000	0.0351	0.0359	0.0351	0.0898	1.7987	0.0000	0.0898	0.0000	0.0000	0.1093	true	NONE	1	1.0000	0.4540	1.7641	12698001	12698001
19	12699001	16112000	DIPLOID	1354	0.6869	0.9020	0.4683	0.9294	0.9985	0.9781	1.9909	0.1000	0.3903	2.8929	0.0000	0.0000	2.8929	true	NONE	2951	0.6882	0.4957	1.4356	12695001	12699001
19	16112001	16114000	AMPLIFICATION	0	0.0000	3.3729	0.9826	2.1586	1.8145	1.7782	3.3729	0.9826	0.0000	6.7457	0.0000	0.0000	6.7293	true	NONE	2	0.5000	0.4995	2.4983	16112001	16112001
19	16114001	16888000	DIPLOID	259	0.6824	0.9098	0.4350	0.9241	1.0014	0.9806	1.9665	0.1694	0.4124	2.8763	0.0000	0.0000	2.8763	true	NONE	708	0.6837	0.5068	1.4227	16112001	16114001
19	16888001	16889000	HET_DELETION	0	0.0000	1.0066	0.1000	0.3276	0.3746	0.3661	0.0000	1.5000	0.0000	1.0066	0.0000	0.0000	1.0193	true	NONE	1	0.0000	0.5950	1.4027	16888001	16888001
19	16889001	17396810	DIPLOID	389	0.6857	0.9049	0.4562	0.9287	1.0005	0.9774	1.9860	0.1000	0.3814	2.8909	0.0000	0.0000	2.8909	true	NONE	466	0.6870	0.5171	1.4325	16888001	16889001
19	17396811	17397641	UNKNOWN	0	0.0000	0.0000	0.1000	0.0000	0.0000	0.0000	0.0000	1.5000	0.0000	0.0000	0.0000	0.0000	0.0000	false	BND	0	1.0000	0.0000	1.8000	17396811	17396811
19	17397642	19888000	DIPLOID	978	0.6897	0.8922	0.5083	0.9277	1.0013	0.9742	1.9955	0.1000	0.4196	2.8877	0.0000	0.0000	2.8877	false	BND	2108	0.6910	0.5328	1.4413	17397642	17397642
19	19888001	19891000	AMPLIFICATION	0	0.0000	2.5527	0.9957	1.6353	1.8730	1.8211	2.5527	0.9957	0.0000	5.1055	0.0000	0.0000	5.0878	true	NONE	3	0.5000	0.4360	1.8422	19888001	19888001
19	19891001	20148000	DIPLOID	115	0.6842	0.9262	0.3623	0.9459	1.0507	1.0216	2.0184	0.1000	0.3163	2.9446	0.0000	0.0000	2.9436	true	NONE	234	0.6855	0.4089	1.4369	19888001	19891001
19	20148001	20163000	AMPLIFICATION	6	0.6779	1.3578	0.9776	1.3547	1.4509	1.4107	2.8682	0.5998	1.0692	4.2260	0.0000	0.0000	4.2169	true	NONE	14	0.6787	0.4296	1.8904	20148001	20148001
19	20163001	21744000	DIPLOID	711	0.6809	0.9226	0.3787	0.9325	0.9963	0.9688	1.9801	0.1013	0.3268	2.9026	0.0000	0.0000	2.9027	true	NONE	1315	0.6822	0.4019	1.4230	20148001	20163001
19	21744001	21746000	AMPLIFICATION	0	0.0000	1.6737	0.9627	1.0744	1.1571	1.1257	1.6737	0.9627	0.0000	3.3474	0.0000	0.0000	3.3442	true	NONE	2	0.5000	0.4360	1.5390	21744001	21744001
19	21746001	21763000	AMPLIFICATION	0	0.0000	2.2063	0.8120	1.4143	1.3455	1.3091	2.2063	0.8120	0.0000	4.4126	0.0000	0.0000	4.4056	true	NONE	14	0.5000	0.4171	1.5651	21746001	21746001
19	21763001	21786000	DIPLOID	28	0.7086	0.9038	0.4606	1.0006	1.0290	1.0013	2.2123	0.8244	0.9106	3.1161	0.0000	0.0000	3.1155	true	NONE	22	0.7100	0.4737	1.5234	21744001	21763001
19	21786001	21793000	AMPLIFICATION	6	0.7008	1.4556	0.9964	1.5632	1.5823	1.5397	3.4239	0.9932	1.3944	4.8795	0.0000	0.0000	4.8677	true	NONE	5	0.7017	0.4668	2.1518	21786001	21786001
19	21793001	21795000	AMPLIFICATION	6	0.6855	1.1346	0.6097	1.1614	1.2711	1.2368	2.4856	0.9981	1.1022	3.6202	0.0000	0.0000	3.6148	true	NONE	2	0.6866	0.4085	1.6481	21793001	21793001
19	21795001	23481000	DIPLOID	1564	0.6842	0.9111	0.4293	0.9307	0.9721	0.9450	1.9858	0.1000	0.3621	2.8970	0.0000	0.0000	2.8975	true	NONE	1371	0.6855	0.4085	1.4299	21786001	21795001
19	23481001	23487000	AMPLIFICATION	0	0.0000	3.0809	0.3942	1.9723	1.9145	1.8584	3.0809	0.3942	0.0000	6.1618	0.0000	0.0000	6.1433	true	NONE	6	0.5000	0.4072	2.2647	23481001	23481001
19	23487001	23806000	DIPLOID	115	0.6916	0.8925	0.5072	0.9337	0.9770	0.9482	2.0140	0.1000	0.4199	2.9065	0.0000	0.0000	2.9070	true	NONE	272	0.6929	0.4128	1.4486	23481001	23487001
19	23806001	23808000	HET_DELETION	0	0.0000	0.7209	0.9250	0.2364	0.3747	0.3635	0.0000	1.5000	0.0000	0.7209	0.0000	0.0000	0.7336	true	NONE	2	0.0000	0.4035	1.5116	23806001	23806001
19	23808001	24513000	DIPLOID	473	0.6847	0.9067	0.4485	0.9276	0.9710	0.9428	1.9808	0.1000	0.3755	2.8874	0.0000	0.0000	2.8880	true	NONE	622	0.6860	0.4029	1.4296	23806001	23808001
19	24513001	24570000	CENTROMETIC	0	0.0000	2.3551	0.9765	1.5092	1.9629	1.9061	2.3551	0.9765	0.0000	4.7102	0.0000	0.0000	4.6908	true	NONE	57	0.5000	0.3610	1.6841	24513001	24513001
19	24570001	24571000	CENTROMETIC	0	0.0000	1.1321	0.6006	0.7288	1.0463	1.0159	1.1321	0.6006	0.0000	2.2642	0.0000	0.0000	2.2632	true	NONE	1	0.5000	0.4060	1.1057	24570001	24570001
19	24571001	24572000	CENTROMETIC	0	0.0000	0.0000	0.1000	0.0032	0.0058	0.0056	-0.0102	1.5518	0.0000	-0.0102	0.0000	0.0000	0.0099	true	NONE	1	1.0000	0.3650	1.8041	24571001	24571001
19	24572001	24595000	CENTROMETIC	0	0.0000	4.9030	0.4640	1.5707	2.0578	1.9982	0.0000	1.5000	0.0000	4.9030	0.0000	0.0000	4.8816	true	NONE	11	0.0000	0.3614	2.9612	24572001	24572001
